latency,packet_loss,congestion,active_users,traffic_type,decision
134,1.77,10,321,RURAL,HIGH
21,0.24,2,45,RURAL,MEDIUM
100,1.73,7,309,EMERGENCY,HIGH
65,1.65,6,290,NORMAL,LOW
82,3.86,6,174,NORMAL,LOW
150,2.37,3,138,RURAL,MEDIUM
33,4.68,1,439,EMERGENCY,HIGH
126,3.36,9,127,EMERGENCY,HIGH
40,1.59,2,87,EMERGENCY,HIGH
24,2.15,7,85,NORMAL,LOW
43,3.06,3,17,EMERGENCY,HIGH
23,4.16,10,281,RURAL,HIGH
142,2.79,7,343,RURAL,MEDIUM
112,4.68,7,275,NORMAL,LOW
63,2.38,7,355,EMERGENCY,HIGH
44,0.54,7,224,RURAL,MEDIUM
98,3.36,7,250,RURAL,MEDIUM
25,0.27,4,78,EMERGENCY,HIGH
122,3.96,9,85,EMERGENCY,HIGH
139,1.79,3,454,RURAL,MEDIUM
95,3.2,1,290,RURAL,MEDIUM
29,2.27,10,255,RURAL,HIGH
124,2.52,3,500,NORMAL,LOW
105,4.87,2,493,RURAL,MEDIUM
81,2.55,5,153,EMERGENCY,HIGH
95,1.42,8,261,EMERGENCY,HIGH
144,1.55,1,401,NORMAL,LOW
44,4.01,2,91,NORMAL,LOW
148,1.15,1,63,NORMAL,LOW
53,2.31,1,488,NORMAL,LOW
70,4.62,4,429,EMERGENCY,HIGH
137,4.74,3,393,EMERGENCY,HIGH
49,2.05,6,15,EMERGENCY,HIGH
69,2.57,4,308,NORMAL,LOW
77,4.04,3,493,EMERGENCY,HIGH
25,0.91,2,356,EMERGENCY,HIGH
73,4.39,5,280,EMERGENCY,HIGH
91,2.52,6,121,RURAL,MEDIUM
39,1.75,10,130,NORMAL,HIGH
133,4.21,7,399,RURAL,MEDIUM
68,0.33,4,230,NORMAL,LOW
50,2.79,6,110,EMERGENCY,HIGH
107,2.53,9,483,RURAL,HIGH
124,0.24,10,161,RURAL,HIGH
68,0.06,10,184,RURAL,HIGH
106,3.73,1,178,EMERGENCY,HIGH
117,0.92,9,307,EMERGENCY,HIGH
62,3.13,10,420,EMERGENCY,HIGH
111,4.39,7,290,EMERGENCY,HIGH
124,0.44,1,55,NORMAL,LOW
148,4.15,2,292,NORMAL,LOW
49,1.62,9,271,RURAL,HIGH
65,2.02,3,85,NORMAL,LOW
119,2.26,8,77,RURAL,HIGH
90,3.36,3,206,EMERGENCY,HIGH
83,3.53,5,135,NORMAL,LOW
114,2.62,2,290,NORMAL,LOW
96,1.16,7,279,RURAL,MEDIUM
40,1.35,8,174,RURAL,HIGH
135,2.13,3,320,RURAL,MEDIUM
119,1.89,4,446,NORMAL,LOW
88,1.99,3,152,EMERGENCY,HIGH
39,3.98,6,446,NORMAL,LOW
93,4.87,9,394,RURAL,HIGH
73,4.62,10,464,EMERGENCY,HIGH
104,2.95,2,131,NORMAL,LOW
70,2.34,4,130,EMERGENCY,HIGH
74,2.43,9,222,EMERGENCY,HIGH
84,2.82,4,249,NORMAL,LOW
142,4.22,2,74,RURAL,MEDIUM
145,4.77,1,25,NORMAL,LOW
145,4.47,4,214,EMERGENCY,HIGH
114,0.88,2,418,NORMAL,LOW
24,0.39,1,377,NORMAL,LOW
122,1.33,3,295,NORMAL,LOW
114,3.47,1,265,NORMAL,LOW
45,4.31,4,56,EMERGENCY,HIGH
148,3.95,9,487,RURAL,HIGH
23,4.57,5,165,RURAL,MEDIUM
91,1.73,10,410,EMERGENCY,HIGH
87,4.16,5,63,NORMAL,LOW
84,2.84,9,105,NORMAL,HIGH
71,4.42,10,120,NORMAL,HIGH
65,0.93,6,215,NORMAL,LOW
144,3.87,6,460,NORMAL,LOW
84,2.41,6,176,NORMAL,LOW
79,2.66,9,40,RURAL,HIGH
100,4.28,2,323,RURAL,MEDIUM
122,0.21,3,269,EMERGENCY,HIGH
103,4.53,1,13,RURAL,MEDIUM
149,3.97,10,294,EMERGENCY,HIGH
119,0.25,5,16,EMERGENCY,HIGH
27,2.06,3,358,NORMAL,LOW
93,4.38,2,375,NORMAL,LOW
89,2.85,6,373,EMERGENCY,HIGH
121,1.51,6,39,EMERGENCY,HIGH
66,1.77,5,355,NORMAL,LOW
150,0.39,6,275,EMERGENCY,HIGH
117,0.7,5,281,EMERGENCY,HIGH
45,3.05,2,293,NORMAL,LOW
71,4.36,9,10,NORMAL,HIGH
26,2.32,6,86,NORMAL,LOW
71,2.34,3,254,NORMAL,LOW
114,2.68,6,203,RURAL,MEDIUM
111,1.28,4,190,EMERGENCY,HIGH
57,1.68,8,439,EMERGENCY,HIGH
48,3.35,1,156,RURAL,MEDIUM
118,3.41,7,37,NORMAL,LOW
122,2.93,4,160,EMERGENCY,HIGH
96,0.65,8,291,EMERGENCY,HIGH
111,1.63,1,351,RURAL,MEDIUM
38,2.5,6,177,EMERGENCY,HIGH
113,0.3,1,469,RURAL,MEDIUM
117,3.33,2,150,NORMAL,LOW
53,4.05,6,61,NORMAL,LOW
119,4.72,5,385,EMERGENCY,HIGH
58,4.18,7,408,RURAL,MEDIUM
28,4.58,10,213,NORMAL,HIGH
43,1.97,2,23,RURAL,MEDIUM
136,3.58,3,480,NORMAL,LOW
109,2.18,1,236,RURAL,MEDIUM
28,1.24,10,242,RURAL,HIGH
108,0.83,9,244,RURAL,HIGH
112,2.6,1,295,EMERGENCY,HIGH
87,3.27,1,465,NORMAL,LOW
109,4.78,9,411,NORMAL,HIGH
32,1.96,1,31,RURAL,MEDIUM
50,4.46,10,420,NORMAL,HIGH
74,3.26,1,230,EMERGENCY,HIGH
146,2.61,8,57,RURAL,HIGH
150,4.8,3,65,RURAL,MEDIUM
40,0.94,10,236,NORMAL,HIGH
133,4.31,9,426,NORMAL,HIGH
41,4.49,2,484,EMERGENCY,HIGH
137,4.23,5,473,EMERGENCY,HIGH
67,0.25,1,117,NORMAL,LOW
83,4.88,7,458,RURAL,MEDIUM
119,4.78,4,106,NORMAL,LOW
131,4.79,7,475,EMERGENCY,HIGH
29,1.7,2,81,NORMAL,LOW
68,3.12,8,244,NORMAL,HIGH
59,4.86,3,332,EMERGENCY,HIGH
110,0.28,3,227,EMERGENCY,HIGH
54,1.41,1,66,RURAL,MEDIUM
95,3.55,10,240,NORMAL,HIGH
103,1.58,8,197,NORMAL,HIGH
40,0.74,5,382,EMERGENCY,HIGH
40,1.3,7,342,EMERGENCY,HIGH
54,1.34,5,428,NORMAL,LOW
85,1.83,8,431,RURAL,HIGH
24,4.84,3,307,EMERGENCY,HIGH
150,0.54,10,404,RURAL,HIGH
121,3.99,2,116,NORMAL,LOW
84,0.63,2,359,NORMAL,LOW
127,4.47,7,481,NORMAL,LOW
84,1.02,4,248,RURAL,MEDIUM
134,4.49,5,186,RURAL,MEDIUM
81,3.53,2,170,NORMAL,LOW
125,4.3,10,211,RURAL,HIGH
81,0.82,8,249,RURAL,HIGH
114,1.96,10,66,RURAL,HIGH
82,4.93,9,435,EMERGENCY,HIGH
78,0.47,4,16,RURAL,MEDIUM
74,1.2,10,369,EMERGENCY,HIGH
123,1.53,9,312,EMERGENCY,HIGH
92,4.44,1,258,RURAL,MEDIUM
143,4.2,3,432,NORMAL,LOW
109,1.61,2,43,NORMAL,LOW
39,4.02,1,262,NORMAL,LOW
111,2.13,8,482,RURAL,HIGH
144,3.5,10,62,RURAL,HIGH
34,0.82,9,207,RURAL,HIGH
54,2.72,1,204,NORMAL,LOW
83,1.4,2,220,NORMAL,LOW
73,0.71,7,130,EMERGENCY,HIGH
27,1.87,5,116,NORMAL,LOW
82,1.31,5,107,RURAL,MEDIUM
29,3.85,7,404,RURAL,MEDIUM
150,1.64,2,144,NORMAL,LOW
50,3.4,6,434,RURAL,MEDIUM
50,1.75,1,375,RURAL,MEDIUM
99,2.66,1,399,EMERGENCY,HIGH
149,4.05,4,148,EMERGENCY,HIGH
112,2.32,10,218,RURAL,HIGH
139,4.69,9,108,NORMAL,HIGH
90,3.69,3,444,NORMAL,LOW
80,0.46,4,405,NORMAL,LOW
70,2.0,3,83,RURAL,MEDIUM
147,4.03,7,330,NORMAL,LOW
140,4.95,4,266,RURAL,MEDIUM
128,2.85,9,471,EMERGENCY,HIGH
80,0.97,9,385,NORMAL,HIGH
20,3.25,8,476,RURAL,HIGH
119,1.34,4,272,EMERGENCY,HIGH
102,3.11,8,185,EMERGENCY,HIGH
28,1.44,1,328,EMERGENCY,HIGH
45,0.95,7,408,NORMAL,LOW
141,3.99,3,136,RURAL,MEDIUM
72,2.08,5,322,EMERGENCY,HIGH
97,2.23,10,234,NORMAL,HIGH
143,1.47,4,249,RURAL,MEDIUM
49,3.07,4,477,EMERGENCY,HIGH
137,3.72,7,234,NORMAL,LOW
70,2.41,3,472,RURAL,MEDIUM
32,4.43,1,67,NORMAL,LOW
106,4.66,8,338,RURAL,HIGH
147,4.97,5,21,RURAL,MEDIUM
46,1.82,8,356,NORMAL,HIGH
113,0.44,1,301,RURAL,MEDIUM
38,1.79,3,394,NORMAL,LOW
50,2.69,3,298,NORMAL,LOW
117,3.66,7,24,EMERGENCY,HIGH
35,0.13,5,405,NORMAL,LOW
87,0.58,10,202,RURAL,HIGH
65,2.13,5,500,EMERGENCY,HIGH
136,4.54,8,246,RURAL,HIGH
144,4.92,7,68,EMERGENCY,HIGH
21,1.35,7,364,EMERGENCY,HIGH
25,1.68,2,415,NORMAL,LOW
108,1.88,6,158,EMERGENCY,HIGH
90,2.76,8,356,EMERGENCY,HIGH
147,1.77,9,60,NORMAL,HIGH
85,4.19,1,427,RURAL,MEDIUM
39,3.62,2,128,EMERGENCY,HIGH
139,3.79,9,498,NORMAL,HIGH
87,1.49,5,299,NORMAL,LOW
79,3.84,6,66,EMERGENCY,HIGH
146,4.89,3,452,EMERGENCY,HIGH
121,4.35,5,34,EMERGENCY,HIGH
138,0.67,2,120,NORMAL,LOW
94,0.78,7,293,EMERGENCY,HIGH
126,0.84,2,195,NORMAL,LOW
99,3.7,3,485,EMERGENCY,HIGH
38,2.05,3,333,RURAL,MEDIUM
143,4.22,1,135,RURAL,MEDIUM
70,1.86,1,375,EMERGENCY,HIGH
75,0.01,3,95,RURAL,MEDIUM
59,1.59,10,223,EMERGENCY,HIGH
139,2.36,8,157,RURAL,HIGH
80,1.26,5,431,RURAL,MEDIUM
84,2.73,10,67,EMERGENCY,HIGH
93,2.16,4,325,EMERGENCY,HIGH
73,2.94,10,371,RURAL,HIGH
67,3.87,1,409,NORMAL,LOW
30,2.01,8,380,RURAL,HIGH
23,0.25,4,413,EMERGENCY,HIGH
141,4.39,9,370,EMERGENCY,HIGH
77,3.14,8,14,NORMAL,HIGH
42,3.78,10,485,EMERGENCY,HIGH
98,4.91,10,115,NORMAL,HIGH
44,1.51,9,217,EMERGENCY,HIGH
130,3.69,10,415,EMERGENCY,HIGH
25,0.57,2,157,NORMAL,LOW
51,4.6,10,305,NORMAL,HIGH
142,0.74,1,198,RURAL,MEDIUM
86,2.95,8,281,NORMAL,HIGH
101,2.3,10,446,RURAL,HIGH
32,2.03,9,60,NORMAL,HIGH
69,4.95,10,237,RURAL,HIGH
77,3.13,9,215,EMERGENCY,HIGH
103,3.99,7,227,NORMAL,LOW
112,0.83,2,476,NORMAL,LOW
100,2.41,2,47,RURAL,MEDIUM
25,4.31,9,265,RURAL,HIGH
119,1.98,6,145,RURAL,MEDIUM
34,4.6,3,470,RURAL,MEDIUM
126,0.39,5,412,NORMAL,LOW
23,2.85,10,457,RURAL,HIGH
109,4.64,3,24,RURAL,MEDIUM
123,3.54,6,258,RURAL,MEDIUM
21,2.55,2,375,NORMAL,LOW
80,0.89,8,171,RURAL,HIGH
144,3.52,10,378,RURAL,HIGH
72,2.95,3,84,RURAL,MEDIUM
45,0.77,10,284,RURAL,HIGH
115,4.25,10,54,RURAL,HIGH
40,2.22,9,349,NORMAL,HIGH
28,0.37,7,325,RURAL,MEDIUM
45,2.09,8,110,EMERGENCY,HIGH
60,1.71,9,467,RURAL,HIGH
75,3.54,2,260,EMERGENCY,HIGH
111,0.42,6,499,NORMAL,LOW
117,3.35,2,278,NORMAL,LOW
100,3.97,9,33,EMERGENCY,HIGH
56,3.09,10,213,NORMAL,HIGH
102,3.85,9,10,NORMAL,HIGH
72,3.88,1,459,EMERGENCY,HIGH
45,3.59,10,146,EMERGENCY,HIGH
22,2.92,4,185,EMERGENCY,HIGH
92,0.26,1,123,NORMAL,LOW
47,0.73,2,339,RURAL,MEDIUM
42,1.56,1,451,RURAL,MEDIUM
52,0.71,4,106,RURAL,MEDIUM
34,2.83,10,487,EMERGENCY,HIGH
32,0.04,6,399,RURAL,MEDIUM
141,1.16,10,282,EMERGENCY,HIGH
83,0.56,4,228,EMERGENCY,HIGH
129,3.23,2,394,RURAL,MEDIUM
118,2.76,1,87,EMERGENCY,HIGH
82,1.53,10,246,NORMAL,HIGH
96,4.76,5,438,NORMAL,LOW
53,2.74,5,441,EMERGENCY,HIGH
115,2.16,9,485,RURAL,HIGH
20,0.42,1,346,NORMAL,LOW
51,4.65,6,83,NORMAL,LOW
48,3.02,6,328,EMERGENCY,HIGH
50,0.99,6,425,RURAL,MEDIUM
82,2.34,4,275,RURAL,MEDIUM
117,4.57,5,166,RURAL,MEDIUM
120,1.56,7,380,EMERGENCY,HIGH
83,2.61,1,438,NORMAL,LOW
71,0.02,9,349,NORMAL,HIGH
92,0.06,7,68,RURAL,MEDIUM
120,3.13,9,300,RURAL,HIGH
38,2.36,6,146,EMERGENCY,HIGH
42,1.43,5,254,RURAL,MEDIUM
62,4.85,6,72,NORMAL,LOW
120,1.78,7,129,EMERGENCY,HIGH
92,1.84,7,17,EMERGENCY,HIGH
30,3.12,6,64,EMERGENCY,HIGH
133,0.04,3,268,RURAL,MEDIUM
33,1.52,9,79,RURAL,HIGH
76,0.5,8,406,EMERGENCY,HIGH
57,1.5,9,318,EMERGENCY,HIGH
23,4.44,7,492,EMERGENCY,HIGH
41,4.83,9,481,NORMAL,HIGH
64,2.34,4,172,NORMAL,LOW
27,0.7,9,441,EMERGENCY,HIGH
65,4.16,9,360,EMERGENCY,HIGH
130,4.61,10,24,RURAL,HIGH
71,1.78,7,104,EMERGENCY,HIGH
87,1.57,5,183,EMERGENCY,HIGH
145,4.34,4,43,RURAL,MEDIUM
122,4.1,6,425,EMERGENCY,HIGH
116,0.17,5,143,RURAL,MEDIUM
81,3.96,7,11,RURAL,MEDIUM
38,1.85,9,354,RURAL,HIGH
121,2.88,5,94,NORMAL,LOW
50,0.85,2,350,EMERGENCY,HIGH
44,1.8,2,401,NORMAL,LOW
35,1.6,4,335,EMERGENCY,HIGH
91,1.14,10,458,NORMAL,HIGH
27,2.87,3,147,NORMAL,LOW
109,0.43,4,385,RURAL,MEDIUM
118,1.06,3,311,NORMAL,LOW
113,3.59,6,350,NORMAL,LOW
22,4.1,9,282,RURAL,HIGH
131,3.54,3,409,RURAL,MEDIUM
149,3.58,10,400,NORMAL,HIGH
73,1.7,6,472,EMERGENCY,HIGH
57,2.85,2,208,NORMAL,LOW
102,2.0,3,190,RURAL,MEDIUM
110,2.42,3,479,EMERGENCY,HIGH
20,3.81,6,88,EMERGENCY,HIGH
88,0.63,9,189,RURAL,HIGH
110,3.26,10,90,RURAL,HIGH
38,3.24,8,185,NORMAL,HIGH
48,3.88,2,36,EMERGENCY,HIGH
41,2.51,10,75,NORMAL,HIGH
140,2.28,8,472,RURAL,HIGH
63,3.37,1,206,RURAL,MEDIUM
104,4.73,10,210,EMERGENCY,HIGH
79,4.0,9,114,RURAL,HIGH
144,4.51,8,355,NORMAL,HIGH
51,0.35,1,232,RURAL,MEDIUM
116,4.32,5,69,RURAL,MEDIUM
59,4.42,1,174,EMERGENCY,HIGH
86,0.74,2,132,RURAL,MEDIUM
135,4.41,6,451,RURAL,MEDIUM
88,1.68,2,449,RURAL,MEDIUM
72,2.71,10,282,RURAL,HIGH
139,0.96,4,441,NORMAL,LOW
51,1.97,3,257,EMERGENCY,HIGH
49,0.29,3,485,NORMAL,LOW
117,3.64,6,493,RURAL,MEDIUM
78,2.49,7,459,NORMAL,LOW
24,0.42,10,319,EMERGENCY,HIGH
60,4.5,8,120,RURAL,HIGH
96,2.34,5,403,EMERGENCY,HIGH
106,4.61,8,54,RURAL,HIGH
36,1.12,3,313,RURAL,MEDIUM
39,2.35,2,102,EMERGENCY,HIGH
137,4.41,10,157,RURAL,HIGH
48,3.32,3,244,EMERGENCY,HIGH
98,3.46,5,376,RURAL,MEDIUM
99,0.16,8,220,EMERGENCY,HIGH
23,0.96,7,203,EMERGENCY,HIGH
108,3.35,7,97,RURAL,MEDIUM
27,2.81,3,177,NORMAL,LOW
119,3.34,7,386,RURAL,MEDIUM
62,4.23,3,90,EMERGENCY,HIGH
61,1.52,1,408,EMERGENCY,HIGH
107,3.67,1,455,EMERGENCY,HIGH
102,1.37,6,265,NORMAL,LOW
136,0.82,2,78,EMERGENCY,HIGH
49,3.13,3,490,EMERGENCY,HIGH
57,1.09,1,422,NORMAL,LOW
121,4.78,2,397,NORMAL,LOW
148,3.83,5,11,NORMAL,LOW
51,3.22,4,350,EMERGENCY,HIGH
127,0.8,10,104,EMERGENCY,HIGH
25,3.07,5,500,EMERGENCY,HIGH
140,3.2,5,174,RURAL,MEDIUM
24,1.84,8,429,EMERGENCY,HIGH
120,1.48,10,81,EMERGENCY,HIGH
47,2.04,10,402,NORMAL,HIGH
39,1.84,7,247,RURAL,MEDIUM
129,1.36,4,236,NORMAL,LOW
45,2.14,4,215,NORMAL,LOW
96,3.94,5,216,EMERGENCY,HIGH
57,1.09,4,455,EMERGENCY,HIGH
127,2.65,5,366,EMERGENCY,HIGH
